,Sr No.,"Date of
Encashment",Name of the Political Party,"Account no. of
Political Party",Prefix,"Bond
Number",Denominations,"Pay Branch
Code",Pay Teller
31,15017,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12736,10000000,691,5972302
32,15018,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12742,10000000,691,5972302
33,15019,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12732,10000000,691,5972302
34,15020,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12728,10000000,691,5972302
35,15021,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14626,1000000,691,5972302
36,15022,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14628,1000000,691,5972302
0,15023,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14624,1000000,691,5972302
1,15024,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14642,1000000,691,5972302
2,15025,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14644,1000000,691,5972302
3,15026,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14646,1000000,691,5972302
4,15027,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14638,1000000,691,5972302
5,15028,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14640,1000000,691,5972302
6,15029,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14648,1000000,691,5972302
7,15030,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14632,1000000,691,5972302
8,15031,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14634,1000000,691,5972302
9,15032,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14636,1000000,691,5972302
10,15033,2023-04-20,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,14630,1000000,691,5972302
11,15034,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,13650,1000000,1,4582993
12,15035,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14031,1000000,1,4582993
13,15036,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14049,1000000,1,4582993
14,15037,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14045,1000000,1,4582993
15,15038,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14043,1000000,1,4582993
16,15039,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14047,1000000,1,4582993
17,15040,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14055,1000000,1,4582993
18,15041,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14057,1000000,1,4582993
19,15042,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14059,1000000,1,4582993
20,15043,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14051,1000000,1,4582993
21,15044,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14053,1000000,1,4582993
22,15045,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14666,1000000,1,4582993
23,15046,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14668,1000000,1,4582993
24,15047,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14664,1000000,1,4582993
25,15048,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14662,1000000,1,4582993
26,15049,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14660,1000000,1,4582993
27,15050,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14060,1000000,1,4582993
28,15051,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14064,1000000,1,4582993
29,15052,2023-04-21,ALL INDIA TRINAMOOL CONGRESS,*******0688,TL,14062,1000000,1,4582993
30,15053,2023-04-24,BHARATIYA JANATA PARTY,*******8244,OC,3694,10000000,691,5972302
31,15054,2023-04-24,BHARATIYA JANATA PARTY,*******8244,OC,1032,10000000,691,5972302
32,15055,2023-04-24,BHARATIYA JANATA PARTY,*******8244,OC,1031,10000000,691,5972302
33,15056,2023-04-24,BHARATIYA JANATA PARTY,*******8244,OC,1029,10000000,691,5972302
34,15057,2023-04-24,BHARATIYA JANATA PARTY,*******8244,TL,7336,1000000,691,5972302
35,15058,2023-04-24,BHARATIYA JANATA PARTY,*******8244,TL,7334,1000000,691,5972302
36,15059,2023-04-26,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,29619,100000,1,3490777
0,15060,2023-04-26,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,29620,100000,1,3490777
1,15061,2023-04-26,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,29621,100000,1,3490777
2,15062,2023-04-26,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,29622,100000,1,3490777
3,15063,2023-04-26,ALL INDIA TRINAMOOL CONGRESS,*******0688,OL,29624,100000,1,3490777
4,15064,2023-04-26,ALL INDIA TRINAMOOL CONGRESS,*******0688,TT,9946,10000,1,3490777
5,15065,2023-04-26,ALL INDIA TRINAMOOL CONGRESS,*******0688,TT,9954,10000,1,3490777
6,15066,2023-04-26,ALL INDIA TRINAMOOL CONGRESS,*******0688,TT,9948,10000,1,3490777
7,15067,2023-04-26,ALL INDIA TRINAMOOL CONGRESS,*******0688,TT,9952,10000,1,3490777
8,15068,2023-04-26,ALL INDIA TRINAMOOL CONGRESS,*******0688,TT,9950,10000,1,3490777
9,15069,2023-07-07,BIJU JANATA DAL,*******4340,OC,13910,10000000,41,5671639
10,15070,2023-07-07,BIJU JANATA DAL,*******4340,OC,13914,10000000,41,5671639
11,15071,2023-07-07,BIJU JANATA DAL,*******4340,OC,13922,10000000,41,5671639
12,15072,2023-07-07,BIJU JANATA DAL,*******4340,OC,13926,10000000,41,5671639
13,15073,2023-07-07,BIJU JANATA DAL,*******4340,OC,13940,10000000,41,5671639
14,15074,2023-07-07,BIJU JANATA DAL,*******4340,OC,13942,10000000,41,5671639
15,15075,2023-07-07,BIJU JANATA DAL,*******4340,OC,13928,10000000,41,5671639
16,15076,2023-07-07,BIJU JANATA DAL,*******4340,OC,13948,10000000,41,5671639
17,15077,2023-07-07,BIJU JANATA DAL,*******4340,OC,13920,10000000,41,5671639
18,15078,2023-07-07,BIJU JANATA DAL,*******4340,OC,13932,10000000,41,5671639
19,15079,2023-07-07,BIJU JANATA DAL,*******4340,OC,13936,10000000,41,5671639
20,15080,2023-07-07,BIJU JANATA DAL,*******4340,OC,13902,10000000,41,5671639
21,15081,2023-07-07,BIJU JANATA DAL,*******4340,OC,13904,10000000,41,5671639
22,15082,2023-07-07,BIJU JANATA DAL,*******4340,OC,13916,10000000,41,5671639
23,15083,2023-07-07,BIJU JANATA DAL,*******4340,OC,13934,10000000,41,5671639
24,15084,2023-07-07,BIJU JANATA DAL,*******4340,OC,13946,10000000,41,5671639
25,15085,2023-07-07,BIJU JANATA DAL,*******4340,OC,13950,10000000,41,5671639
26,15086,2023-07-07,BIJU JANATA DAL,*******4340,OC,13906,10000000,41,5671639
27,15087,2023-07-07,BIJU JANATA DAL,*******4340,OC,13952,10000000,41,5671639
28,15088,2023-07-07,BIJU JANATA DAL,*******4340,OC,13896,10000000,41,5671639
29,15089,2023-07-07,BIJU JANATA DAL,*******4340,OC,13898,10000000,41,5671639
30,15090,2023-07-07,BIJU JANATA DAL,*******4340,OC,13908,10000000,41,5671639
31,15091,2023-07-07,BIJU JANATA DAL,*******4340,OC,13944,10000000,41,5671639
32,15092,2023-07-07,BIJU JANATA DAL,*******4340,OC,13894,10000000,41,5671639
33,15093,2023-07-07,BIJU JANATA DAL,*******4340,OC,13918,10000000,41,5671639
34,15094,2023-07-07,BIJU JANATA DAL,*******4340,OC,13924,10000000,41,5671639
35,15095,2023-07-07,BIJU JANATA DAL,*******4340,OC,13930,10000000,41,5671639
36,15096,2023-07-07,BIJU JANATA DAL,*******4340,OC,13938,10000000,41,5671639
0,15097,2023-07-07,BIJU JANATA DAL,*******4340,OC,13900,10000000,41,5671639
1,15098,2023-07-07,BIJU JANATA DAL,*******4340,OC,13912,10000000,41,5671639
2,15099,2023-07-07,BIJU JANATA DAL,*******4340,OC,13870,10000000,41,5671639
3,15100,2023-07-07,BIJU JANATA DAL,*******4340,OC,13880,10000000,41,5671639
4,15101,2023-07-07,BIJU JANATA DAL,*******4340,OC,13884,10000000,41,5671639
5,15102,2023-07-07,BIJU JANATA DAL,*******4340,OC,13862,10000000,41,5671639
6,15103,2023-07-07,BIJU JANATA DAL,*******4340,OC,13882,10000000,41,5671639
7,15104,2023-07-07,BIJU JANATA DAL,*******4340,OC,13890,10000000,41,5671639
8,15105,2023-07-07,BIJU JANATA DAL,*******4340,OC,13892,10000000,41,5671639
9,15106,2023-07-07,BIJU JANATA DAL,*******4340,OC,13860,10000000,41,5671639
10,15107,2023-07-07,BIJU JANATA DAL,*******4340,OC,13856,10000000,41,5671639
11,15108,2023-07-07,BIJU JANATA DAL,*******4340,OC,13864,10000000,41,5671639
12,15109,2023-07-07,BIJU JANATA DAL,*******4340,OC,13868,10000000,41,5671639
13,15110,2023-07-07,BIJU JANATA DAL,*******4340,OC,13876,10000000,41,5671639
14,15111,2023-07-07,BIJU JANATA DAL,*******4340,OC,13854,10000000,41,5671639
15,15112,2023-07-07,BIJU JANATA DAL,*******4340,OC,13886,10000000,41,5671639
16,15113,2023-07-07,BIJU JANATA DAL,*******4340,OC,13888,10000000,41,5671639
17,15114,2023-07-07,BIJU JANATA DAL,*******4340,OC,13878,10000000,41,5671639
18,15115,2023-07-07,BIJU JANATA DAL,*******4340,OC,13866,10000000,41,5671639
19,15116,2023-07-07,BIJU JANATA DAL,*******4340,OC,13872,10000000,41,5671639
20,15117,2023-07-07,BIJU JANATA DAL,*******4340,OC,13858,10000000,41,5671639
21,15118,2023-07-07,BIJU JANATA DAL,*******4340,OC,13874,10000000,41,5671639
22,15119,2023-07-10,BHARATIYA JANATA PARTY,*******8244,OC,13182,10000000,691,8212066
23,15120,2023-07-10,BHARATIYA JANATA PARTY,*******8244,OC,13194,10000000,691,8212066
24,15121,2023-07-10,BHARATIYA JANATA PARTY,*******8244,OC,13192,10000000,691,8212066
25,15122,2023-07-10,BHARATIYA JANATA PARTY,*******8244,OC,13188,10000000,691,8212066
26,15123,2023-07-10,BHARATIYA JANATA PARTY,*******8244,OC,13176,10000000,691,8212066
27,15124,2023-07-10,BHARATIYA JANATA PARTY,*******8244,OC,13180,10000000,691,8212066
28,15125,2023-07-10,BHARATIYA JANATA PARTY,*******8244,OC,13186,10000000,691,8212066
29,15126,2023-07-10,BHARATIYA JANATA PARTY,*******8244,OC,13184,10000000,691,8212066
30,15127,2023-07-10,BHARATIYA JANATA PARTY,*******8244,OC,13178,10000000,691,8212066
31,15128,2023-07-10,BHARATIYA JANATA PARTY,*******8244,OC,13190,10000000,691,8212066
32,15129,2023-07-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,7384,1000000,691,8212066
33,15130,2023-07-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,7382,1000000,691,8212066
34,15131,2023-07-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,7386,1000000,691,8212066
35,15132,2023-07-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,7388,1000000,691,8212066
36,15133,2023-07-10,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,TL,7380,1000000,691,8212066
0,15134,2023-07-10,TELUGU DESAM PARTY,*******3067,TL,7358,1000000,847,3889823
1,15135,2023-07-10,TELUGU DESAM PARTY,*******3067,TL,7356,1000000,847,3889823
2,15136,2023-07-10,TELUGU DESAM PARTY,*******3067,TL,7352,1000000,847,3889823
3,15137,2023-07-10,TELUGU DESAM PARTY,*******3067,TL,7350,1000000,847,3889823
4,15138,2023-07-10,TELUGU DESAM PARTY,*******3067,TL,7354,1000000,847,3889823
5,15139,2023-07-11,AAM AADMI PARTY,*******5086,OC,12749,10000000,691,8212066
6,15140,2023-07-11,AAM AADMI PARTY,*******5086,OC,12751,10000000,691,8212066
7,15141,2023-07-11,AAM AADMI PARTY,*******5086,OC,12779,10000000,691,8212066
8,15142,2023-07-11,AAM AADMI PARTY,*******5086,OC,12777,10000000,691,8212066
9,15143,2023-07-11,AAM AADMI PARTY,*******5086,TL,14670,1000000,691,8212066
10,15144,2023-07-11,AAM AADMI PARTY,*******5086,TL,14672,1000000,691,8212066
11,15145,2023-07-11,AAM AADMI PARTY,*******5086,TL,14682,1000000,691,8212066
12,15146,2023-07-11,AAM AADMI PARTY,*******5086,TL,14684,1000000,691,8212066
13,15147,2023-07-11,AAM AADMI PARTY,*******5086,TL,14676,1000000,691,8212066
14,15148,2023-07-11,AAM AADMI PARTY,*******5086,TL,14686,1000000,691,8212066
15,15149,2023-07-11,AAM AADMI PARTY,*******5086,TL,14688,1000000,691,8212066
16,15150,2023-07-11,AAM AADMI PARTY,*******5086,TL,14674,1000000,691,8212066
17,15151,2023-07-11,AAM AADMI PARTY,*******5086,TL,14678,1000000,691,8212066
18,15152,2023-07-11,AAM AADMI PARTY,*******5086,TL,14680,1000000,691,8212066
19,15153,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15124,10000000,1,3490777
20,15154,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15040,10000000,1,3490777
21,15155,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15064,10000000,1,3490777
22,15156,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15092,10000000,1,3490777
23,15157,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15116,10000000,1,3490777
24,15158,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15142,10000000,1,3490777
25,15159,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15110,10000000,1,3490777
26,15160,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15082,10000000,1,3490777
27,15161,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15066,10000000,1,3490777
28,15162,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15108,10000000,1,3490777
29,15163,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15032,10000000,1,3490777
30,15164,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15106,10000000,1,3490777
31,15165,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15140,10000000,1,3490777
32,15166,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15038,10000000,1,3490777
33,15167,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15122,10000000,1,3490777
34,15168,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15126,10000000,1,3490777
35,15169,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15114,10000000,1,3490777
36,15170,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15030,10000000,1,3490777
0,15171,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15130,10000000,1,3490777
1,15172,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15086,10000000,1,3490777
2,15173,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15036,10000000,1,3490777
3,15174,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15098,10000000,1,3490777
4,15175,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15100,10000000,1,3490777
5,15176,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15118,10000000,1,3490777
6,15177,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15088,10000000,1,3490777
7,15178,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15144,10000000,1,3490777
8,15179,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15104,10000000,1,3490777
9,15180,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15136,10000000,1,3490777
10,15181,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15138,10000000,1,3490777
11,15182,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15132,10000000,1,3490777
12,15183,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15094,10000000,1,3490777
13,15184,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15102,10000000,1,3490777
14,15185,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15120,10000000,1,3490777
15,15186,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15112,10000000,1,3490777
16,15187,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15090,10000000,1,3490777
17,15188,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15096,10000000,1,3490777
18,15189,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15146,10000000,1,3490777
19,15190,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15084,10000000,1,3490777
20,15191,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15028,10000000,1,3490777
21,15192,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15062,10000000,1,3490777
22,15193,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15128,10000000,1,3490777
23,15194,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15034,10000000,1,3490777
24,15195,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15134,10000000,1,3490777
25,15196,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12755,10000000,1,3490777
26,15197,2023-07-11,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,12753,10000000,1,3490777
27,15198,2023-07-11,BIJU JANATA DAL,*******4340,OC,15029,10000000,41,5671639
28,15199,2023-07-11,BIJU JANATA DAL,*******4340,OC,15033,10000000,41,5671639
29,15200,2023-07-11,BIJU JANATA DAL,*******4340,OC,15031,10000000,41,5671639
30,15201,2023-07-11,BIJU JANATA DAL,*******4340,OC,15037,10000000,41,5671639
31,15202,2023-07-11,BIJU JANATA DAL,*******4340,OC,15035,10000000,41,5671639
32,15203,2023-07-11,BIJU JANATA DAL,*******4340,OC,15027,10000000,41,5671639
33,15204,2023-07-11,BIJU JANATA DAL,*******4340,OC,15039,10000000,41,5671639
34,15205,2023-07-11,BIJU JANATA DAL,*******4340,TL,180,1000000,41,5671639
35,15206,2023-07-11,BIJU JANATA DAL,*******4340,TL,115,1000000,41,5671639
36,15207,2023-07-11,BIJU JANATA DAL,*******4340,TL,176,1000000,41,5671639
0,15208,2023-07-11,BIJU JANATA DAL,*******4340,TL,157,1000000,41,5671639
1,15209,2023-07-11,BIJU JANATA DAL,*******4340,TL,150,1000000,41,5671639
2,15210,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15054,10000000,1,3490777
3,15211,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15068,10000000,1,3490777
4,15212,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10547,10000000,1,3490777
5,15213,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15026,10000000,1,3490777
6,15214,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,10549,10000000,1,3490777
7,15215,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15080,10000000,1,3490777
8,15216,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15078,10000000,1,3490777
9,15217,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15052,10000000,1,3490777
10,15218,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15074,10000000,1,3490777
11,15219,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15050,10000000,1,3490777
12,15220,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15060,10000000,1,3490777
13,15221,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15058,10000000,1,3490777
14,15222,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15070,10000000,1,3490777
15,15223,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15056,10000000,1,3490777
16,15224,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15076,10000000,1,3490777
17,15225,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15072,10000000,1,3490777
18,15226,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15044,10000000,1,3490777
19,15227,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15042,10000000,1,3490777
20,15228,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15048,10000000,1,3490777
21,15229,2023-07-12,ALL INDIA TRINAMOOL CONGRESS,*******0688,OC,15046,10000000,1,3490777
22,15230,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14959,10000000,691,7516991
23,15231,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14963,10000000,691,7516991
24,15232,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14945,10000000,691,7516991
25,15233,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14971,10000000,691,7516991
26,15234,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14957,10000000,691,7516991
27,15235,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14949,10000000,691,7516991
28,15236,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14981,10000000,691,7516991
29,15237,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14965,10000000,691,7516991
30,15238,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14973,10000000,691,7516991
31,15239,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14955,10000000,691,7516991
32,15240,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14947,10000000,691,7516991
33,15241,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14975,10000000,691,7516991
34,15242,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14967,10000000,691,7516991
35,15243,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14953,10000000,691,7516991
36,15244,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14969,10000000,691,7516991
0,15245,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14951,10000000,691,7516991
1,15246,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14989,10000000,691,7516991
2,15247,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14979,10000000,691,7516991
3,15248,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14977,10000000,691,7516991
4,15249,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14991,10000000,691,7516991
5,15250,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14985,10000000,691,7516991
6,15251,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14961,10000000,691,7516991
7,15252,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14987,10000000,691,7516991
8,15253,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14983,10000000,691,7516991
9,15254,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14943,10000000,691,7516991
10,15255,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,523,10000000,691,7516991
11,15256,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,526,10000000,691,7516991
12,15257,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,532,10000000,691,7516991
13,15258,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,530,10000000,691,7516991
14,15259,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,15000,10000000,691,7516991
15,15260,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,15002,10000000,691,7516991
16,15261,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14994,10000000,691,7516991
17,15262,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14998,10000000,691,7516991
18,15263,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14996,10000000,691,7516991
19,15264,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14997,10000000,691,7516991
20,15265,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14995,10000000,691,7516991
21,15266,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,15003,10000000,691,7516991
22,15267,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,15001,10000000,691,7516991
23,15268,2023-07-12,BHARATIYA JANATA PARTY,*******8244,OC,14999,10000000,691,7516991
24,15269,2023-07-12,BHARATIYA JANATA PARTY,*******8244,TL,10104,1000000,691,7516991
25,15270,2023-07-12,BHARATIYA JANATA PARTY,*******8244,TL,10114,1000000,691,7516991
26,15271,2023-07-12,BHARATIYA JANATA PARTY,*******8244,TL,10102,1000000,691,7516991
27,15272,2023-07-12,BHARATIYA JANATA PARTY,*******8244,TL,10106,1000000,691,7516991
28,15273,2023-07-12,BHARATIYA JANATA PARTY,*******8244,TL,10108,1000000,691,7516991
29,15274,2023-07-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,7362,1000000,847,3889823
30,15275,2023-07-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,7360,1000000,847,3889823
31,15276,2023-07-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,7366,1000000,847,3889823
32,15277,2023-07-12,YSR CONGRESS PARTY (YUVAJANA SRAMIKA RYTHU CONGRESS PARTY),*******6354,TL,7364,1000000,847,3889823
